Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
4,Conservative,123,1,0,124
21,Other,120,0,0,120
6,Crossbench,47,1,0,48
15,Labour,11,1,0,12
17,Liberal Democrat,10,0,0,10
1050,Not known,3,0,0,3
9,Independent Conservative,1,0,0,1
49,Non-affiliated,1,0,0,1
