Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
15,Labour,172,66,0,238
4,Conservative,177,40,0,217
6,Crossbench,149,37,0,186
17,Liberal Democrat,64,26,0,90
3,Bishops,25,0,0,25
49,Non-affiliated,12,2,0,14
7,Democratic Unionist Party,3,1,0,4
38,Ulster Unionist Party,4,0,0,4
22,Plaid Cymru,2,0,0,2
35,UK Independence Party,2,0,0,2
5,Conservative Independent,1,0,0,1
10,Independent Labour,1,0,0,1
50,Independent Liberal Democrat,0,1,0,1
43,Labour Independent,1,0,0,1
