Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
4,Conservative,379,19,0,398
6,Crossbench,238,13,0,251
21,Other,229,4,0,233
15,Labour,105,19,0,124
17,Liberal Democrat,49,2,0,51
49,Non-affiliated,19,1,0,20
3,Bishops,18,0,0,18
1050,Not known,4,0,0,4
9,Independent Conservative,1,0,0,1
13,Independent Socialist,1,0,0,1
16,Liberal,1,0,0,1
32,Social Democratic Party,1,0,0,1
