Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
4,Conservative,181,67,0,248
6,Crossbench,135,48,0,183
15,Labour,107,59,0,166
17,Liberal Democrat,51,32,0,83
49,Non-affiliated,32,6,0,38
3,Bishops,19,5,0,24
7,Democratic Unionist Party,5,0,0,5
44,Green Party,0,2,0,2
38,Ulster Unionist Party,2,0,0,2
5,Conservative Independent,1,0,0,1
53,Independent Social Democrat,1,0,0,1
283,Lord Speaker,1,0,0,1
22,Plaid Cymru,1,0,0,1
