Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
4,Conservative,319,14,0,333
21,Other,209,4,0,213
6,Crossbench,198,12,0,210
15,Labour,87,16,0,103
17,Liberal Democrat,38,2,0,40
49,Non-affiliated,17,1,0,18
3,Bishops,6,0,0,6
1050,Not known,5,0,0,5
16,Liberal,2,0,0,2
9,Independent Conservative,1,0,0,1
32,Social Democratic Party,1,0,0,1
