Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
15,Labour,158,52,0,210
4,Conservative,174,32,0,206
6,Crossbench,165,28,0,193
17,Liberal Democrat,55,19,0,74
3,Bishops,26,0,0,26
49,Non-affiliated,5,1,0,6
5,Conservative Independent,3,0,0,3
44,Green Party,1,0,0,1
10,Independent Labour,1,0,0,1
