Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
4,Conservative,243,10,0,253
21,Other,190,4,0,194
6,Crossbench,131,9,0,140
15,Labour,56,12,0,68
17,Liberal Democrat,26,2,0,28
49,Non-affiliated,10,1,0,11
1050,Not known,5,0,0,5
3,Bishops,3,0,0,3
9,Independent Conservative,1,0,0,1
16,Liberal,1,0,0,1
