Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
4,Conservative,204,69,0,273
15,Labour,113,72,0,185
6,Crossbench,136,48,0,184
17,Liberal Democrat,46,32,0,78
49,Non-affiliated,33,10,0,43
3,Bishops,19,6,0,25
7,Democratic Unionist Party,6,0,0,6
38,Ulster Unionist Party,3,0,0,3
44,Green Party,0,2,0,2
22,Plaid Cymru,1,1,0,2
5,Conservative Independent,1,0,0,1
283,Lord Speaker,1,0,0,1
