Id,Name,MaleCount,FemaleCount,NonBinaryCount,TotalCount
4,Conservative,134,1,0,135
21,Other,125,0,0,125
6,Crossbench,52,2,0,54
15,Labour,14,2,0,16
17,Liberal Democrat,10,0,0,10
1050,Not known,3,0,0,3
9,Independent Conservative,1,0,0,1
49,Non-affiliated,1,0,0,1
